umap_1;umap_2;label
6.1758275;8.332213;IG
6.6793723;8.843045;IG
7.8688273;8.042367;IG
7.329308;7.7817063;IG
5.8841147;8.214987;IG
6.7690287;7.936074;IG
7.6206794;7.966836;IG
1.7272742;10.214092;IG
7.6160836;8.054309;IG
6.661671;8.767297;IG
6.8139668;8.74905;IG
8.247951;8.466525;IG
5.106238;9.355213;IG
7.716287;7.7409434;IG
7.5449767;8.620507;IG
7.225376;7.8781943;IG
-2.298072;18.792973;IG
6.7756968;7.6721473;IG
7.026022;8.717641;IG
7.634454;7.877142;IG
6.779426;7.897921;IG
5.5336127;8.267486;IG
7.811758;8.16556;IG
5.1922507;8.530239;IG
6.5386176;9.153572;IG
6.8657546;8.077986;IG
5.423527;9.34962;IG
5.363808;8.413501;IG
7.0960584;8.265239;IG
7.1017284;8.32807;IG
3.1526895;10.680806;IG
7.199408;7.971019;IG
8.2312;9.226953;IG
8.134722;9.178234;IG
4.8599577;9.505411;IG
7.3369713;8.923779;IG
5.1905384;8.962256;IG
5.748425;8.408323;IG
6.5079784;9.031214;IG
5.7005415;7.9591155;IG
6.8436413;7.5875306;IG
7.32683;8.410387;IG
5.8564587;8.858963;IG
7.111456;8.734341;IG
7.783599;8.24474;IG
7.841315;8.302389;IG
4.499544;8.534022;IG
4.6652274;8.427083;IG
8.526737;8.886229;IG
7.3829226;7.990403;IG
6.139422;9.109536;IG
6.7211175;8.5666275;IG
4.981225;8.721395;IG
6.3897495;8.332231;IG
7.2038736;8.792976;IG
7.4382315;7.9455795;IG
4.9788103;8.982154;IG
7.115418;8.929351;IG
-2.2695518;18.833494;IG
6.9312673;9.041277;IG
6.858831;7.66155;IG
12.738353;7.4706326;IG
7.023254;8.972185;IG
7.444822;8.827575;IG
6.3911033;8.339928;IG
6.1930804;8.923686;IG
4.287483;9.000899;IG
5.098094;9.098543;IG
1.4049859;10.527925;IG
7.515182;7.481954;IG
6.631415;8.268629;IG
1.066785;10.52264;IG
5.7871747;9.373466;IG
5.967943;8.165005;IG
4.4881787;8.61426;IG
4.573758;9.418865;IG
7.1084223;7.805515;IG
6.872385;8.598532;IG
7.994685;8.075295;IG
4.986001;9.044442;IG
7.3639727;8.197718;IG
5.6914945;9.267656;IG
6.3444777;8.9320755;IG
7.290434;8.166376;IG
4.8771086;9.201722;IG
6.1177025;8.262186;IG
6.087825;9.291736;IG
7.9163213;9.076164;IG
6.5797915;8.701186;IG
7.597264;8.640503;IG
6.6214542;9.235445;IG
7.112369;8.467122;IG
5.7897873;9.0282545;IG
5.9211984;8.430556;IG
6.010177;8.228976;IG
4.4486685;8.305813;IG
6.8439994;8.063128;IG
-2.440296;19.117113;IG
5.787092;8.865908;IG
5.2541723;8.409871;IG
6.501918;7.694702;IG
7.916662;8.686193;IG
7.8633385;7.911282;IG
5.187966;9.57634;IG
4.2378454;10.648469;IG
5.6351514;8.506829;IG
4.863232;6.512854;IG
5.9427786;8.14888;IG
6.5147395;9.056981;IG
8.177079;8.631811;IG
6.6340885;8.308807;IG
4.5213246;8.916997;IG
7.8833733;8.338984;IG
5.736887;8.441917;IG
7.0380244;8.19521;IG
8.338382;8.825263;IG
7.962695;8.316066;IG
7.9809194;8.8842745;IG
5.311667;8.586323;IG
7.232252;7.750726;IG
-2.363236;19.03059;IG
7.318775;8.21689;IG
6.0136952;8.575982;IG
7.9400883;8.74394;IG
3.3937595;10.284311;IG
7.7475486;8.657177;IG
7.3673067;8.200502;IG
8.596495;8.732843;IG
6.318377;7.4671483;IG
6.5911865;8.799512;IG
6.5065465;9.431356;IG
4.817871;9.039977;IG
7.8823557;7.9656;IG
5.1632977;8.652983;IG
5.5440865;9.602561;IG
7.245362;8.843987;IG
5.4997687;8.097142;IG
4.1580443;9.566385;IG
5.5369744;9.164742;IG
8.381278;9.260079;IG
8.362848;8.867392;IG
5.538797;7.9251194;IG
5.772586;9.158679;IG
6.3387184;9.074309;IG
7.066972;9.446185;IG
7.7786946;7.970834;IG
7.537573;9.053272;IG
7.8074107;8.746264;IG
6.9340463;7.8998075;IG
7.5120325;8.254894;IG
6.2369494;9.121879;IG
8.670182;8.738877;IG
7.287579;7.7357016;IG
6.7760077;8.465156;IG
5.7978606;8.9862175;IG
6.041707;8.052802;IG
5.7400236;8.231088;IG
5.7124515;7.3744574;IG
8.466073;8.914642;IG
6.148562;8.732227;IG
5.8172016;9.27063;IG
7.186471;9.173872;IG
6.509714;8.906124;IG
5.367418;9.055659;IG
7.9657702;8.235775;IG
7.7947598;8.853705;IG
5.6678004;8.252253;IG
4.569286;9.250753;IG
-2.1972704;19.075064;IG
6.7034316;9.114571;IG
7.557737;7.735203;IG
7.883593;8.050645;IG
8.021672;8.149287;IG
7.3293085;8.219518;IG
4.8883753;9.08532;IG
7.4265513;8.236577;IG
7.1779833;8.14863;IG
5.1629806;8.5954275;IG
5.345377;8.213428;IG
8.072836;8.123329;IG
8.415743;8.746606;IG
5.653792;9.106665;IG
7.8384104;8.800495;IG
5.115046;8.181361;IG
7.1830397;8.135634;IG
5.8741565;8.307989;IG
5.137268;9.296853;IG
6.0875177;8.382836;IG
-5.4850855;3.5616565;IG
5.5548186;8.25163;IG
6.0398774;8.209729;IG
5.872436;8.882484;IG
6.0956907;8.151376;IG
6.563889;8.481628;IG
7.5986586;7.604514;IG
5.485912;7.1175914;IG
7.158519;8.370043;IG
8.564947;8.938833;IG
5.811784;8.435668;IG
8.108744;8.271006;IG
3.1084046;11.977705;IG
6.096173;8.998764;IG
4.251231;8.567583;IG
-2.4616597;18.871296;IG
7.0021234;8.881156;IG
6.8247833;9.244218;IG
5.503835;7.9454074;IG
4.982765;8.780021;IG
7.1639075;9.143809;IG
5.763336;8.509307;IG
7.179211;8.623395;IG
4.216763;9.503533;IG
5.2761497;8.157458;IG
5.8802133;8.219518;IG
5.638821;8.924427;IG
6.9201717;8.546547;IG
7.1613946;8.089852;IG
4.2700167;8.547884;IG
4.645362;8.088466;IG
5.030822;8.300057;IG
6.6215324;8.504892;IG
7.07449;8.82645;IG
7.2294445;7.6242747;IG
7.174818;8.042927;IG
4.8412166;8.469427;IG
7.358632;8.216896;IG
8.177701;8.391942;IG
4.7360587;9.16858;IG
7.382687;8.900665;IG
-5.4878163;3.5621002;IG
5.7780623;9.033788;IG
6.3071194;8.908685;IG
-2.2955506;19.081757;IG
7.2613654;8.21995;IG
8.573274;9.492319;IG
-2.0482373;18.837673;IG
6.9130783;8.372625;IG
4.356952;8.528831;IG
3.5482292;10.176493;IG
5.491418;8.683857;IG
8.308589;9.305633;IG
5.32944;9.028186;IG
1.3043703;10.32384;IG
5.374998;8.234677;IG
5.0287952;8.828547;IG
6.9341025;8.684923;IG
7.9717574;8.114072;IG
8.690889;8.650518;IG
7.5740247;9.022728;IG
6.457105;8.976998;IG
7.093842;8.998706;IG
7.925565;8.110082;IG
7.1876025;7.683978;IG
6.4293547;8.038687;IG
6.8892026;9.039702;IG
5.515385;8.464939;IG
6.871598;9.133306;IG
6.3906703;8.485802;IG
5.93437;8.073395;IG
6.837645;7.8160615;IG
8.130724;9.247253;IG
5.695352;8.190801;IG
7.4613686;8.721007;IG
7.6419945;8.009633;IG
5.5111556;9.650662;IG
8.712879;9.030454;IG
6.977324;9.255464;IG
7.2007885;9.127703;IG
8.546189;8.703026;IG
5.108587;9.12577;IG
7.0806603;7.907504;IG
1.296277;10.297519;IG
4.2393227;8.503197;IG
7.782034;8.747922;IG
4.3950315;10.027673;IG
6.8201776;8.092489;IG
6.5783043;8.131705;IG
-2.575203;19.152096;IG
6.713303;7.993035;IG
4.9299893;8.848901;IG
5.494258;8.748688;IG
7.700147;8.755582;IG
7.14768;7.5817227;IG
7.03226;8.5601015;IG
7.901245;7.888024;IG
6.714705;8.945351;IG
6.1620393;9.080329;IG
7.7659903;8.035749;IG
4.5086465;8.680747;IG
-2.5928435;18.947033;IG
6.2879825;8.824755;IG
6.067902;8.125048;IG
5.332805;6.1644263;IG
6.4637794;8.5322695;IG
7.5326633;9.026685;IG
7.181343;8.132254;IG
6.793162;7.761563;IG
4.963082;8.5559225;IG
4.35056;8.645613;IG
4.5206213;9.471996;IG
4.6452627;6.260059;IG
6.00103;8.968081;IG
7.5599813;8.580775;IG
7.810348;8.805406;IG
4.834966;9.55094;IG
7.2906075;7.8097935;IG
4.6560097;9.586034;IG
7.9695835;8.411807;IG
7.6850805;8.050912;IG
5.4453907;9.039052;IG
5.4370627;9.729942;IG
6.6479816;8.575923;IG
-2.210815;18.969536;IG
4.878317;9.193051;IG
8.021418;8.273286;IG
4.831804;9.219481;IG
7.9574795;7.9695606;IG
6.231713;7.891616;IG
7.29553;8.611324;IG
4.880071;8.592742;IG
5.7605977;8.819984;IG
7.496459;9.210289;IG
4.2880664;9.797424;IG
7.487498;8.563169;IG
5.722087;8.439772;IG
8.424506;8.576591;IG
7.279087;7.943203;IG
5.9044685;8.268063;IG
7.268772;8.297382;IG
5.7093453;8.477196;IG
4.880622;9.362854;IG
4.708337;8.424264;IG
5.8590474;8.889199;IG
-2.1320813;19.003029;IG
7.6553893;8.839017;IG
6.2887645;7.905805;IG
5.058924;8.870692;IG
5.8163624;8.836328;IG
6.5393286;8.138574;IG
4.3232026;8.293571;IG
8.00841;8.33698;IG
6.2920337;9.319251;IG
5.350501;8.471624;IG
6.500971;8.208807;IG
7.271674;8.019145;IG
-2.2836156;19.080854;IG
6.7064276;7.98222;IG
5.731892;8.914663;IG
6.0563784;8.220182;IG
5.002349;8.458395;IG
-2.315648;19.034948;IG
7.768494;8.653611;IG
5.8658204;8.77308;IG
8.382716;8.859511;IG
5.2843304;8.894114;IG
6.4406943;7.2721415;IG
7.935045;8.883679;IG
-2.1930661;19.060503;IG
5.0848227;9.56955;IG
5.407068;8.629753;IG
7.4028034;9.656773;IG
5.442505;9.387555;IG
5.5031233;8.167885;IG
6.1014857;8.766902;IG
4.459372;8.423715;IG
8.088214;8.311662;IG
6.933379;7.6878643;IG
6.67979;7.4295845;IG
6.9719915;8.951824;IG
7.1858215;7.9691954;IG
5.3154984;9.415348;IG
7.3360763;7.590312;IG
7.0609994;9.133374;IG
6.9556646;9.12202;IG
6.781982;7.952796;IG
8.134132;8.444258;IG
-2.440943;19.143457;IG
7.0280943;8.092363;IG
8.119495;8.356326;IG
-2.2511594;19.111364;IG
6.5710964;8.9101;IG
6.360651;8.4075365;IG
4.5296235;9.328225;IG
7.596948;7.750956;IG
8.6430435;9.042946;IG
7.2948713;7.562039;IG
6.6705303;7.899819;IG
6.954212;8.050454;IG
6.749156;9.095208;IG
6.9176598;8.327965;IG
7.3490934;8.795715;IG
1.1992029;10.256179;IG
7.5606694;9.123267;IG
8.412257;8.87826;IG
5.68084;8.940054;IG
7.0800743;8.981376;IG
7.7084436;8.144971;IG
5.5775037;8.310977;IG
-2.7346313;18.662485;IG
4.69798;9.172567;IG
8.464424;9.153739;IG
8.103417;8.354035;IG
5.74233;9.080367;IG
6.9107785;9.191729;IG
7.6281624;9.094409;IG
6.2882137;8.860389;IG
5.869252;8.163229;IG
5.967394;8.260005;IG
5.7031827;8.806067;IG
7.996995;8.956067;IG
8.042353;8.733539;IG
5.220681;8.918157;IG
6.3248672;8.398681;IG
4.486567;8.569037;IG
8.507382;8.647672;IG
6.4596505;8.503311;IG
6.4229455;8.689927;IG
4.4161053;8.921744;IG
7.9514675;8.108733;IG
8.27152;9.479903;IG
7.4796834;9.021787;IG
4.43441;8.7710905;IG
7.587329;8.858942;IG
6.050913;9.23624;IG
5.862906;9.292035;IG
4.1163983;10.524306;IG
-2.6897771;18.611176;IG
4.49776;8.447988;IG
5.586513;9.116024;IG
-2.2366118;18.89347;IG
5.6658063;8.339727;IG
5.131153;9.003498;IG
-2.298154;18.8745;IG
7.4252295;8.812814;IG
6.4849524;7.2747993;IG
6.9346104;7.827143;IG
7.414553;8.825897;IG
6.8023815;8.48721;IG
8.304617;9.68766;IG
6.9121914;8.088142;IG
6.485234;8.493704;IG
6.1598682;7.8133626;IG
5.3016076;9.657621;IG
7.38785;9.13409;IG
7.832081;9.076972;IG
5.694511;9.197088;IG
5.451659;7.9178696;IG
7.232169;7.4265423;IG
6.584518;8.792481;IG
6.9749866;8.359817;IG
5.939773;9.112365;IG
-2.211223;18.898636;IG
7.2156563;7.8817954;IG
6.6947455;7.6456084;IG
7.1160927;9.169783;IG
4.672381;10.758853;IG
5.8400383;9.205764;IG
6.586433;8.400666;IG
8.168596;8.199204;IG
-2.4779665;19.132603;IG
7.9101605;8.463039;IG
7.5870137;8.632638;IG
5.17353;7.8859816;IG
7.1515694;7.9330173;IG
5.1027465;7.824777;IG
8.226212;8.470392;IG
5.5094204;8.398159;IG
5.606049;9.232971;IG
4.1228485;8.866307;IG
5.9828744;9.322247;IG
7.806818;9.320847;IG
7.211857;7.981212;IG
5.119651;8.691758;IG
5.1641755;8.70988;IG
8.332318;8.396874;IG
6.2646704;9.305235;IG
4.386462;8.488326;IG
6.8308005;8.901034;IG
7.2826886;8.137027;IG
8.417444;9.036077;IG
5.466665;8.779932;IG
2.8850489;10.616133;IG
4.8901477;9.618222;IG
5.547156;9.2023945;IG
5.9962063;8.92427;IG
5.317887;8.03514;IG
5.143144;7.924919;IG
7.481802;9.188431;IG
6.2871704;9.028914;IG
5.9670978;8.49962;IG
6.2266135;9.055495;IG
7.7746897;7.904976;IG
7.2258534;8.612591;IG
5.7622824;8.436283;IG
5.756329;8.040656;IG
5.7593727;9.09487;IG
5.3246536;9.592501;IG
7.253516;8.63579;IG
6.835824;7.7285776;IG
4.815614;8.078678;IG
5.0588117;9.404151;IG
7.410202;7.563243;IG
7.0113215;7.738617;IG
2.8430467;10.2180195;IG
5.72609;8.502825;IG
7.2238636;7.892066;IG
6.1172748;9.201883;IG
7.6863256;8.051476;IG
4.3506217;8.462003;IG
5.585998;9.011899;IG
6.079303;8.763747;IG
7.2605405;7.7219567;IG
1.2474767;10.268615;IG
-2.429412;19.021593;IG
-2.4544184;19.091373;IG
8.35506;8.686189;IG
4.511062;9.752174;IG
5.7021904;8.848855;IG
6.429389;8.615118;IG
6.700201;8.3704605;IG
4.7389345;8.496171;IG
6.2123036;8.683613;IG
5.2462173;9.534937;IG
6.9170165;8.146287;IG
7.94481;8.79377;IG
-2.4983447;18.807497;IG
6.904529;8.46935;IG
7.916664;8.073541;IG
4.140856;11.537274;IG
5.387479;9.074342;IG
8.214092;9.17339;IG
7.1830125;8.943172;IG
7.3367066;8.189887;IG
5.46;7.818798;IG
7.4063144;8.247742;IG
-2.2280078;18.95943;IG
4.7148232;10.655801;IG
8.195969;8.80322;IG
8.350285;8.871788;IG
5.1219597;8.741995;IG
4.952913;9.0837345;IG
7.65373;8.58738;IG
-2.1751914;19.033388;IG
5.713972;7.756132;IG
7.630782;8.760293;IG
7.015042;8.137902;IG
4.940732;9.559675;IG
6.638515;8.898659;IG
6.013004;8.559591;IG
7.383773;8.141459;IG
6.568842;8.897923;IG
7.1210103;7.887343;IG
5.264252;7.980021;IG
6.795656;8.949555;IG
5.5153666;9.704241;IG
6.5654426;8.257666;IG
6.333688;7.3191195;IG
5.5225906;9.320831;IG
7.999173;8.660031;IG
5.1867867;7.686262;IG
5.136492;9.128482;IG
5.967237;7.367774;IG
5.78507;7.469856;IG
6.92847;7.797994;IG
6.836391;7.597057;IG
6.924132;7.8838153;IG
4.3910832;9.662475;IG
7.643963;8.640529;IG
4.5179095;8.7290125;IG
6.9228497;8.204711;IG
7.279111;8.763623;IG
6.525178;8.672844;IG
5.401508;8.674837;IG
6.468713;8.539624;IG
-2.5947933;18.699713;IG
-2.1611023;18.92773;IG
4.5597887;9.045671;IG
6.462565;9.198956;IG
6.065235;8.487229;IG
6.18119;8.571456;IG
4.0327816;10.64517;IG
7.7807198;8.798052;IG
8.066272;8.361572;IG
6.303183;6.860008;IG
6.450264;9.160656;IG
5.9398875;9.222429;IG
5.0145264;8.734172;IG
7.2715;9.113852;IG
5.451866;8.519125;IG
8.5453825;8.753976;IG
9.412672;4.9827986;IG
7.8568697;8.909063;IG
5.5973535;7.6877146;IG
7.241373;7.8592505;IG
-2.4382455;19.012772;IG
7.4154572;7.944392;IG
6.1222796;9.431889;IG
8.138207;9.098622;IG
6.889592;7.896448;IG
2.941041;11.302816;IG
4.936374;9.14481;IG
8.080617;9.243309;IG
6.2458725;8.989288;IG
2.4444516;10.887514;IG
7.3381195;9.248754;IG
6.133947;6.923345;IG
6.252558;8.727796;IG
6.501365;8.625702;IG
6.489547;8.0235195;IG
5.7503543;8.760567;IG
5.8524075;8.321045;IG
4.212675;10.921254;IG
5.6243258;9.729903;IG
7.4360385;8.167931;IG
7.200854;9.28682;IG
5.9487042;9.18541;IG
5.864111;9.14984;IG
6.937012;9.102217;IG
7.5908403;8.29985;IG
4.8182497;9.126356;IG
5.6145725;9.00894;IG
5.9873724;8.760339;IG
6.169049;9.40131;IG
-2.172061;19.045986;IG
7.5468073;8.659223;IG
7.386559;7.800307;IG
7.5133576;7.835488;IG
7.839857;8.124249;IG
7.4036255;8.809946;IG
7.1741323;7.745017;IG
8.026334;9.186797;IG
6.189425;8.706907;IG
5.462173;8.009492;IG
-2.5176609;19.14468;IG
7.439238;8.853612;IG
7.1763153;8.131575;IG
7.1342487;8.4399805;IG
6.180025;8.829875;IG
5.4447083;8.099043;IG
6.068199;9.19935;IG
4.6991177;8.243637;IG
4.893693;9.164044;IG
4.5940785;10.792482;IG
6.7003417;8.888678;IG
5.707592;8.983914;IG
5.5246563;8.266121;IG
5.6863365;7.2085824;IG
7.692338;7.975189;IG
7.2202525;7.9323463;IG
5.4101415;8.109545;IG
4.489369;8.252751;IG
6.368794;9.369575;IG
5.3061566;6.808385;IG
8.65474;8.876574;IG
6.719119;8.876521;IG
8.1131525;8.566699;IG
7.4076457;7.9829574;IG
6.571864;8.95237;IG
7.015016;8.635553;IG
6.529158;8.570517;IG
6.5700984;8.1961775;IG
5.211307;8.759392;IG
6.875821;8.861404;IG
5.765054;8.77401;IG
5.7510414;8.155231;IG
6.304702;8.690047;IG
7.777282;8.5817795;IG
5.646073;8.484812;IG
-2.5066354;19.14861;IG
7.0526624;9.309075;IG
7.4882765;8.032577;IG
6.0204067;9.042961;IG
5.3806024;9.310317;IG
7.2483616;7.884082;IG
1.2791945;10.232727;IG
6.0564485;8.421284;IG
6.504053;8.423315;IG
6.049328;8.811108;IG
5.1719036;8.917226;IG
3.9282036;9.897087;IG
6.735288;9.078733;IG
7.250569;9.284677;IG
7.8846974;8.672175;IG
5.222975;8.438483;IG
5.3973246;6.802753;IG
2.4607956;9.982142;IG
6.9746866;8.625346;IG
5.8128552;8.846819;IG
6.1834598;7.149647;IG
5.404354;9.454336;IG
5.530398;9.36007;IG
7.35876;7.788265;IG
7.437015;8.591117;IG
5.82418;8.959333;IG
5.576995;8.174231;IG
7.523064;8.557632;IG
5.4649067;9.309892;IG
5.3766646;7.9559007;IG
5.884482;9.068103;IG
5.222971;9.375375;IG
1.4278418;10.275535;IG
6.807648;8.555387;IG
5.7860217;8.819235;IG
7.4792433;8.955896;IG
5.1043873;8.9145155;IG
6.191104;9.436808;IG
5.5482683;8.438766;IG
7.233587;7.5852776;IG
8.341632;9.163448;IG
7.5790358;9.223631;IG
4.988711;8.685388;IG
8.591975;8.715276;IG
7.492068;9.182804;IG
4.412363;8.884128;IG
4.3142085;8.4674835;IG
7.347211;8.879028;IG
4.778632;9.415105;IG
-2.6846497;18.674185;IG
5.8801684;8.237531;IG
6.3903074;9.195358;IG
5.4861474;5.870068;IG
6.1492867;9.002876;IG
-2.200916;19.024021;IG
7.941246;8.494643;IG
6.207425;9.140063;IG
8.41268;8.730523;IG
7.388468;7.9149675;IG
7.3417115;7.748926;IG
5.9066386;7.691545;IG
5.8808103;8.270344;IG
6.591959;9.209393;IG
6.565625;8.330515;IG
3.9199462;9.727486;IG
5.802621;8.852507;IG
6.8389864;8.792151;IG
6.5922694;8.131075;IG
3.8762443;9.757632;IG
7.887791;7.873381;IG
7.866611;9.00774;IG
8.577036;8.706043;IG
7.0245223;8.416194;IG
5.628631;8.933682;IG
6.414232;8.95381;IG
5.831099;9.165913;IG
7.466465;7.4729075;IG
8.242418;8.8985405;IG
6.2743125;8.467715;IG
5.1220393;9.541167;IG
7.115112;7.93224;IG
6.1347117;7.53042;IG
7.0009737;7.9164643;IG
6.867896;8.454436;IG
10.635593;6.5825744;IG
6.757144;7.645658;IG
6.6520157;7.3409214;IG
4.966202;9.059217;IG
7.5122137;9.019913;IG
7.5876045;8.103746;IG
7.1807084;8.619169;IG
7.0017934;8.9857435;IG
7.0392375;8.557749;IG
5.38756;8.719204;IG
6.7726583;8.799104;IG
8.506391;9.092465;IG
6.380067;8.36421;IG
4.850858;10.525158;IG
5.6321006;9.257395;IG
7.6108623;8.958487;IG
5.766266;7.2044826;IG
5.7233977;7.7702847;IG
7.172402;8.055115;IG
4.4566116;11.036868;IG
4.445556;8.145898;IG
5.989882;8.475926;IG
2.3087063;10.5644455;IG
5.010169;8.829549;IG
4.279949;10.527511;IG
7.0449085;8.798774;IG
4.916729;6.5400443;IG
7.7504625;7.9715486;IG
7.6153092;8.527006;IG
7.4131083;8.481231;IG
6.42068;7.135388;IG
4.6194577;8.422883;IG
6.8631153;8.590033;IG
6.2333813;8.874983;IG
5.1430717;9.737058;IG
8.0512905;8.824937;IG
6.2170334;8.0561285;IG
7.2623453;7.3926253;IG
7.4464726;8.529262;IG
7.5592513;9.242934;IG
7.3724;8.901745;IG
7.3478317;8.090087;IG
5.5298386;7.0724745;IG
5.9091277;8.986548;IG
7.2302594;7.397601;IG
7.762934;7.996602;IG
5.7588315;7.078735;IG
3.7346141;9.903383;IG
-2.725017;18.65579;IG
7.4064426;8.742089;IG
7.1693797;7.7307487;IG
6.07977;9.182208;IG
6.76374;8.858629;IG
5.3902264;8.903707;IG
5.939339;9.12148;IG
7.2929187;7.7228866;IG
5.649534;8.755353;IG
7.080125;7.9746723;IG
6.202999;8.418155;IG
7.1278114;9.177587;IG
6.6867166;8.686336;IG
8.050768;8.43531;IG
6.9507675;7.4528475;IG
4.799779;8.157175;IG
6.2822413;9.039288;IG
5.8684535;9.195239;IG
8.309178;8.724185;IG
6.93814;9.302244;IG
7.8717327;8.220305;IG
5.683237;8.370779;IG
7.7344723;9.404605;IG
5.215727;8.773742;IG
4.667117;10.028192;IG
7.0562077;9.093838;IG
6.9224405;8.887975;IG
6.482635;8.703106;IG
4.9994893;9.503835;IG
-2.333137;19.078896;IG
6.9727006;7.578205;IG
7.889588;8.967396;IG
7.840452;8.919322;IG
8.216253;9.199685;IG
-2.3837018;19.069208;IG
5.998891;7.9339685;IG
5.5115285;6.8535323;IG
7.8320436;8.2093;IG
6.732215;8.401965;IG
5.437784;8.091141;IG
7.526536;9.106266;IG
8.417571;8.558706;IG
7.7011566;8.130692;IG
-2.4154267;18.913465;IG
7.549686;8.858216;IG
7.163432;7.3574915;IG
6.0378814;8.9489565;IG
5.050791;8.442949;IG
6.7511277;9.131274;IG
5.969981;8.094379;IG
6.070996;8.754267;IG
7.2198534;8.905623;IG
4.818656;8.223485;IG
6.9332633;8.364354;IG
7.4566097;8.777417;IG
7.926636;9.52864;IG
7.31306;9.266652;IG
8.330606;8.624521;IG
4.489443;9.311195;IG
8.288245;8.507965;IG
4.992881;9.049689;IG
6.9790897;7.656907;IG
7.7980766;8.2515135;IG
7.050043;8.436792;IG
8.01043;7.9335856;IG
5.491843;8.279446;IG
7.4250293;8.94269;IG
5.1801596;7.7409205;IG
7.257666;7.768654;IG
6.799695;8.503962;IG
4.4950304;9.02101;IG
7.9862823;8.252982;IG
7.077006;8.775259;IG
6.9747596;7.9397707;IG
5.739984;8.351992;IG
1.787497;10.525619;IG
7.4798317;8.632534;IG
5.572788;7.7080107;IG
6.819425;8.163445;IG
7.1500874;9.017675;IG
6.9437823;8.926484;IG
4.828741;9.328308;IG
7.6782546;8.810753;IG
6.03478;8.776301;IG
-2.360642;19.077536;IG
4.565439;9.9309845;IG
5.1800933;8.797422;IG
5.7749834;8.873261;IG
6.074407;8.176997;IG
5.2460814;8.633679;IG
6.439533;8.373724;IG
7.680211;8.85472;IG
8.079999;8.176022;IG
5.916545;8.920439;IG
6.5165052;8.042154;IG
6.7355347;7.5770226;IG
6.232553;8.136679;IG
5.2878675;9.554538;IG
3.9365554;9.845131;IG
7.0924277;9.038905;IG
7.1773696;7.4982142;IG
1.2697362;10.278597;IG
7.119898;7.6933904;IG
6.895176;8.483175;IG
5.9934697;6.609716;IG
7.245382;7.811644;IG
5.9012494;9.026977;IG
7.275135;7.8512297;IG
7.39068;8.390181;IG
2.048175;10.297592;IG
8.013389;9.675441;IG
8.773937;9.583599;IG
7.391966;8.734903;IG
5.3503184;8.779945;IG
7.092581;7.54661;IG
4.5321426;8.4466095;IG
5.051803;9.115175;IG
8.620069;8.591908;IG
6.2601156;8.207989;IG
6.1555314;8.196076;IG
4.745783;9.402695;IG
5.53092;8.646109;IG
6.873521;8.2117195;IG
5.407715;5.7449965;IG
7.4638486;8.273656;IG
7.450781;9.117046;IG
4.132516;10.110241;IG
8.576015;8.676885;IG
9.304108;9.753626;IG
4.9831862;9.110062;IG
6.275263;7.7506175;IG
6.824356;8.790848;IG
7.581482;8.086752;IG
6.289625;8.306679;IG
4.248351;10.642128;IG
-2.4808922;19.119417;IG
7.778464;8.718223;IG
5.102169;8.370152;IG
5.0807476;8.315723;IG
5.144353;8.250048;IG
5.049498;8.486719;IG
6.8803473;8.18269;IG
7.006398;8.678348;IG
8.384854;8.7483835;IG
5.143532;8.438458;IG
5.8699827;9.134965;IG
6.822404;7.6771507;IG
7.853068;9.087435;IG
7.2927804;7.3777857;IG
7.970339;8.457834;IG
4.4991684;8.65554;IG
-2.2493794;18.867323;IG
6.8065624;8.720049;IG
8.48232;8.685262;IG
7.47718;8.7319145;IG
5.8976793;8.085357;IG
5.510241;8.04125;IG
6.794991;8.86498;IG
5.969523;8.951864;IG
7.2491016;8.431731;IG
6.733111;8.144647;IG
6.9110274;8.33987;IG
6.526612;9.040319;IG
8.077082;8.211258;IG
5.098426;8.510673;IG
8.295029;8.980216;IG
6.913328;7.788208;IG
6.1320333;8.172649;IG
5.668195;7.9516554;IG
7.26477;8.772208;IG
7.108642;8.967853;IG
5.2171416;9.434344;IG
4.839872;8.354526;IG
4.052191;11.925629;IG
6.0828524;9.18331;IG
5.77644;8.544081;IG
6.53604;8.483862;IG
7.946005;8.371389;IG
5.3290057;9.190827;IG
5.249367;9.158107;IG
4.9396815;8.126243;IG
7.38624;8.8917465;IG
4.6813326;9.423858;IG
5.688068;9.056613;IG
4.7624044;9.475945;IG
1.9704432;10.316762;IG
7.207635;8.371278;IG
7.2190666;9.207387;IG
5.124341;8.421609;IG
7.050047;8.001831;IG
5.742517;8.77269;IG
5.8289723;9.355692;IG
5.839857;8.271473;IG
6.3315716;8.463451;IG
8.619596;9.23556;IG
6.5810394;8.735142;IG
5.194352;8.188762;IG
5.9165864;7.251311;IG
7.472557;8.861415;IG
5.0153775;9.060272;IG
7.274558;8.272822;IG
8.372059;9.200493;IG
4.89152;6.546853;IG
-2.4786654;19.100328;IG
6.9862785;8.138632;IG
5.799508;8.752552;IG
5.8270965;9.204382;IG
7.418704;8.944253;IG
6.1172686;8.629885;IG
4.9707747;8.86902;IG
7.0821867;8.415893;IG
2.0046737;11.3468;IG
5.545741;7.9073606;IG
6.0573883;8.721316;IG
4.644099;8.705573;IG
7.817034;8.587728;IG
5.4022374;9.045358;IG
6.176888;8.669322;IG
7.8756638;8.783269;IG
6.651022;8.506303;IG
8.315165;8.580316;IG
6.4627733;8.171901;IG
7.8230076;8.887479;IG
1.2834834;10.241427;IG
5.3595057;7.519254;IG
